image_id,pack_name,image_path,true_label,ai_top1,ai_score_top1,ai_top2,ai_score_top2,ai_top3,ai_score_top3,all_scores_json,options_json,difficulty,approved,notes
objects_pratik-gupta-3-Gj8SVVaP8-unsplash,objects,data/packs/objects/images/pratik-gupta-3-Gj8SVVaP8-unsplash.jpg,,camera,0.9917019146871747,speaker,0.006633083267088131,microphone,0.0006572184351268275,"{""camera"": {""text"": ""camera"", ""raw_score"": -1.6913261413574219, ""probability"": 0.9917019146871747}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.698678970336914, ""probability"": 0.006633083267088131}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -9.01048755645752, ""probability"": 0.0006572184351268275}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.052660942077637, ""probability"": 0.0006300776408043549}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -10.003156661987305, ""probability"": 0.0002435561061190808}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.599546432495117, ""probability"": 0.00013414986368691514}}","[""camera"", ""remote_control"", ""speaker"", ""microphone""]",easy,FALSE,
objects_rafal-jedrzejek-wCgkkP0xVK4-unsplash,objects,data/packs/objects/images/rafal-jedrzejek-wCgkkP0xVK4-unsplash.jpg,microphone,speaker,0.5341432754429459,headphones,0.16033087606305232,microphone,0.13559149509362653,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -6.959071159362793, ""probability"": 0.5341432754429459}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.162495613098145, ""probability"": 0.16033087606305232}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.33008861541748, ""probability"": 0.13559149509362653}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -8.917949676513672, ""probability"": 0.0753230044320384}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.170622825622559, ""probability"": 0.05850501299482799}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.653266906738281, ""probability"": 0.036106335973508895}}","[""headphones"", ""speaker"", ""microphone"", ""camera""]",easy,TRUE,
objects_ray-reyes-4YgNbY05yGc-unsplash,objects,data/packs/objects/images/ray-reyes-4YgNbY05yGc-unsplash.jpg,,remote_control,0.9938097482975491,game_controller,0.00403146573887361,speaker,0.0012682291673200372,"{""remote_control"": {""text"": ""remote control"", ""raw_score"": -1.482253074645996, ""probability"": 0.9938097482975491}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -6.989668846130371, ""probability"": 0.00403146573887361}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -8.146177291870117, ""probability"": 0.0012682291673200372}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.295869827270508, ""probability"": 0.00040169147329560515}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -9.327559471130371, ""probability"": 0.00038916159580238113}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -10.689351081848145, ""probability"": 9.970372715938828e-05}}","[""headphones"", ""game_controller"", ""remote_control"", ""speaker""]",easy,FALSE,
objects_richard-khuptong-pKFMeCAH87A-unsplash,objects,data/packs/objects/images/richard-khuptong-pKFMeCAH87A-unsplash.jpg,,microphone,0.7219130942950267,headphones,0.2678039374101221,speaker,0.009580755399308687,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -2.5118980407714844, ""probability"": 0.7219130942950267}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -3.5035476684570312, ""probability"": 0.2678039374101221}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.834046363830566, ""probability"": 0.009580755399308687}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.763227462768555, ""probability"": 0.0005120030697467493}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -11.10689926147461, ""probability"": 0.0001335744261724849}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -11.964923858642578, ""probability"": 5.6635399623290957e-05}}","[""camera"", ""microphone"", ""headphones"", ""speaker""]",easy,TRUE,
objects_richard-s-8G1UaWFToSY-unsplash,objects,data/packs/objects/images/richard-s-8G1UaWFToSY-unsplash.jpg,,headphones,0.9934809367141351,speaker,0.004958116127325352,microphone,0.0014321433117391196,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -0.8721551895141602, ""probability"": 0.9934809367141351}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.172344207763672, ""probability"": 0.004958116127325352}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.41419792175293, ""probability"": 0.0014321433117391196}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.267282485961914, ""probability"": 8.258622147101206e-05}, ""camera"": {""text"": ""camera"", ""raw_score"": -11.289083480834961, ""probability"": 2.972658791874946e-05}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -11.878308296203613, ""probability"": 1.64910374106331e-05}}","[""remote_control"", ""speaker"", ""microphone"", ""headphones""]",easy,FALSE,
objects_road-ahead-XkhWRRBQMmQ-unsplash,objects,data/packs/objects/images/road-ahead-XkhWRRBQMmQ-unsplash.jpg,,remote_control,0.9921178899394085,game_controller,0.00622759150177388,speaker,0.0009131170473535156,"{""remote_control"": {""text"": ""remote control"", ""raw_score"": -0.8234367370605469, ""probability"": 0.9921178899394085}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -5.894289016723633, ""probability"": 0.00622759150177388}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -7.814169883728027, ""probability"": 0.0009131170473535156}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.400030136108398, ""probability"": 0.0005082654349301774}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.43812370300293, ""probability"": 0.00017999161274227899}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -10.65802001953125, ""probability"": 5.3144463791683435e-05}}","[""speaker"", ""remote_control"", ""camera"", ""game_controller""]",easy,FALSE,
objects_robert-torres-dmFwuNMwArI-unsplash,objects,data/packs/objects/images/robert-torres-dmFwuNMwArI-unsplash.jpg,,headphones,0.9762086213048673,speaker,0.016992904639419344,microphone,0.0055338927977511545,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -0.2734489440917969, ""probability"": 0.9762086213048673}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -4.324329376220703, ""probability"": 0.016992904639419344}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -5.446233749389648, ""probability"": 0.0055338927977511545}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -7.351301193237305, ""probability"": 0.0008235130073901558}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.236435890197754, ""probability"": 0.000339829712917222}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.44740104675293, ""probability"": 0.00010123853765470313}}","[""camera"", ""headphones"", ""speaker"", ""microphone""]",easy,FALSE,
objects_rombo-I61M--XuGAU-unsplash,objects,data/packs/objects/images/rombo-I61M--XuGAU-unsplash.jpg,,headphones,0.789337856433456,microphone,0.12632717619131265,speaker,0.07863156095368885,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -5.5945940017700195, ""probability"": 0.789337856433456}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.426913261413574, ""probability"": 0.12632717619131265}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -7.901015281677246, ""probability"": 0.07863156095368885}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.65998649597168, ""probability"": 0.004981853165468808}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -13.097972869873047, ""probability"": 0.0004350978065579651}, ""camera"": {""text"": ""camera"", ""raw_score"": -13.515960693359375, ""probability"": 0.0002864554495157178}}","[""headphones"", ""game_controller"", ""speaker"", ""microphone""]",easy,FALSE,
objects_rombo-S7ZkLwVEjkA-unsplash,objects,data/packs/objects/images/rombo-S7ZkLwVEjkA-unsplash.jpg,,headphones,0.9436431722474546,microphone,0.024248365463683783,remote_control,0.016808850741245458,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -6.271245002746582, ""probability"": 0.9436431722474546}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -9.93264389038086, ""probability"": 0.024248365463683783}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.299087524414062, ""probability"": 0.016808850741245458}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -10.447607040405273, ""probability"": 0.014488946690565909}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -13.485754013061523, ""probability"": 0.0006943626454148901}, ""camera"": {""text"": ""camera"", ""raw_score"": -15.27255630493164, ""probability"": 0.00011630221163521915}}","[""microphone"", ""game_controller"", ""headphones"", ""remote_control""]",easy,FALSE,
objects_rupixen-lYksRm9LW2M-unsplash,objects,data/packs/objects/images/rupixen-lYksRm9LW2M-unsplash.jpg,,headphones,0.9667801567661352,microphone,0.014339314257024659,speaker,0.013593900323760087,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -1.956578254699707, ""probability"": 0.9667801567661352}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.167544364929199, ""probability"": 0.014339314257024659}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.220928192138672, ""probability"": 0.013593900323760087}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -7.462456703186035, ""probability"": 0.003927851858225778}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -8.657468795776367, ""probability"": 0.0011889619112103763}, ""camera"": {""text"": ""camera"", ""raw_score"": -10.603595733642578, ""probability"": 0.000169814883644068}}","[""microphone"", ""game_controller"", ""headphones"", ""speaker""]",easy,FALSE,
objects_silas-van-overeem--hCeuon2CLk-unsplash,objects,data/packs/objects/images/silas-van-overeem--hCeuon2CLk-unsplash.jpg,,microphone,0.5741925188038907,headphones,0.299300992726285,speaker,0.1252409689800209,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -1.3260602951049805, ""probability"": 0.5741925188038907}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -1.9775753021240234, ""probability"": 0.299300992726285}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -2.848785400390625, ""probability"": 0.1252409689800209}, ""camera"": {""text"": ""camera"", ""raw_score"": -7.605520248413086, ""probability"": 0.0010762736870499512}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.926593780517578, ""probability"": 0.00010565578853259208}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.160856246948242, ""probability"": 8.359001422090756e-05}}","[""remote_control"", ""headphones"", ""microphone"", ""speaker""]",medium,TRUE,
objects_tasha-kostyuk-mmn5YheMhnM-unsplash,objects,data/packs/objects/images/tasha-kostyuk-mmn5YheMhnM-unsplash.jpg,,headphones,0.6682708077024393,microphone,0.2541242153306165,speaker,0.06614701291370727,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -5.0902509689331055, ""probability"": 0.6682708077024393}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.057121276855469, ""probability"": 0.2541242153306165}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -7.403064727783203, ""probability"": 0.06614701291370727}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.25723934173584, ""probability"": 0.010357440179022506}, ""camera"": {""text"": ""camera"", ""raw_score"": -12.068840980529785, ""probability"": 0.0006225716732870746}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -12.333189010620117, ""probability"": 0.0004779522009272849}}","[""microphone"", ""speaker"", ""game_controller"", ""headphones""]",easy,FALSE,
objects_taylor-r-BVi74hFpZfc-unsplash,objects,data/packs/objects/images/taylor-r-BVi74hFpZfc-unsplash.jpg,,game_controller,0.9969236490652373,remote_control,0.0025325930473432973,speaker,0.00018211502963197686,"{""game_controller"": {""text"": ""game controller"", ""raw_score"": 0.6681365966796875, ""probability"": 0.9969236490652373}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -5.307293891906738, ""probability"": 0.0025325930473432973}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -7.939654350280762, ""probability"": 0.00018211502963197686}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.9664106369018555, ""probability"": 0.0001773069181456953}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.14787769317627, ""probability"": 0.0001478820764583399}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -9.548245429992676, ""probability"": 3.645386318327761e-05}}","[""speaker"", ""camera"", ""remote_control"", ""game_controller""]",easy,FALSE,
objects_torqiddo-PFZ1BaKkiII-unsplash,objects,data/packs/objects/images/torqiddo-PFZ1BaKkiII-unsplash.jpg,,speaker,0.9687475899123573,headphones,0.024085683313452847,microphone,0.00459737673675669,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -3.0240793228149414, ""probability"": 0.9687475899123573}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -6.718465805053711, ""probability"": 0.024085683313452847}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.374597549438477, ""probability"": 0.00459737673675669}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.412967681884766, ""probability"": 0.0016276149684823899}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.465030670166016, ""probability"": 0.0005683901259774797}, ""camera"": {""text"": ""camera"", ""raw_score"": -10.885335922241211, ""probability"": 0.00037334494297348387}}","[""remote_control"", ""microphone"", ""headphones"", ""speaker""]",easy,FALSE,
objects_travis-dZGQp0LPWf8-unsplash,objects,data/packs/objects/images/travis-dZGQp0LPWf8-unsplash.jpg,,remote_control,0.9984954866282103,speaker,0.0008247633422450763,game_controller,0.000552277527997496,"{""remote_control"": {""text"": ""remote control"", ""raw_score"": 0.4894371032714844, ""probability"": 0.9984954866282103}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.609471321105957, ""probability"": 0.0008247633422450763}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -7.010517120361328, ""probability"": 0.000552277527997496}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -9.385759353637695, ""probability"": 5.135737019829741e-05}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.438037872314453, ""probability"": 4.8741456757663484e-05}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -10.014986038208008, ""probability"": 2.7373674590969043e-05}}","[""headphones"", ""remote_control"", ""game_controller"", ""speaker""]",easy,FALSE,
objects_tstudio_lv-tvIHej1_-EE-unsplash,objects,data/packs/objects/images/tstudio_lv-tvIHej1_-EE-unsplash.jpg,,speaker,0.7771330308932084,remote_control,0.11963179067493249,headphones,0.05365798453814735,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -4.754612922668457, ""probability"": 0.7771330308932084}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -6.625805854797363, ""probability"": 0.11963179067493249}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.427594184875488, ""probability"": 0.05365798453814735}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.573751449584961, ""probability"": 0.04636166904824612}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.898200035095215, ""probability"": 0.0016686658821853822}, ""camera"": {""text"": ""camera"", ""raw_score"": -10.973998069763184, ""probability"": 0.001546858963280184}}","[""speaker"", ""remote_control"", ""game_controller"", ""headphones""]",easy,TRUE,
objects_wu-yi-nLRX1koA8Zo-unsplash,objects,data/packs/objects/images/wu-yi-nLRX1koA8Zo-unsplash.jpg,,speaker,0.9963797825839992,microphone,0.002057195111321392,headphones,0.0011468330990385526,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -1.1860771179199219, ""probability"": 0.9963797825839992}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.368862152099609, ""probability"": 0.002057195111321392}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.9532012939453125, ""probability"": 0.0011468330990385526}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.661299705505371, ""probability"": 0.00020781768566550257}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.752835273742676, ""probability"": 0.0001896396354830608}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -12.067733764648438, ""probability"": 1.8731884492341027e-05}}","[""game_controller"", ""headphones"", ""speaker"", ""microphone""]",easy,FALSE,
objects_yenot1k-Gzd-5TyxxwQ-unsplash,objects,data/packs/objects/images/yenot1k-Gzd-5TyxxwQ-unsplash.jpg,,microphone,0.9846124911234889,speaker,0.008372154914890576,headphones,0.0032995139741156696,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -1.1461811065673828, ""probability"": 0.9846124911234889}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -5.913517951965332, ""probability"": 0.008372154914890576}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -6.844654083251953, ""probability"": 0.0032995139741156696}, ""camera"": {""text"": ""camera"", ""raw_score"": -6.8449907302856445, ""probability"": 0.0032984033894716616}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.32785415649414, ""probability"": 0.00027542913789740893}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.990304946899414, ""probability"": 0.00014200746013585152}}","[""microphone"", ""remote_control"", ""headphones"", ""speaker""]",easy,FALSE,
objects_yogesh-gosavi-UuRwyPBHhCA-unsplash,objects,data/packs/objects/images/yogesh-gosavi-UuRwyPBHhCA-unsplash.jpg,,speaker,0.9785312429233899,microphone,0.017560058492742756,headphones,0.00323269639426448,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -1.282689094543457, ""probability"": 0.9785312429233899}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -5.303114891052246, ""probability"": 0.017560058492742756}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -6.995425224304199, ""probability"": 0.00323269639426448}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.983299255371094, ""probability"": 0.0004428352629194661}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.880495071411133, ""probability"": 0.0001805489654736721}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -11.113439559936523, ""probability"": 5.2617961209662084e-05}}","[""microphone"", ""remote_control"", ""speaker"", ""headphones""]",easy,FALSE,
